index,name,Singleplayer,Multiplayer
827,STAR WARS Jedi Knight: Dark Forces II,True,True
828,Tomb Raider: Definitive Edition,False,True
829,Warface: Ice Breaker,False,True
830,Astroneer,True,True
831,Kingdoms of Amalur: Reckoning,True,False
832,MultiVersus,True,True
833,Half-Life: Alyx,True,False
834,The Ascent,True,True
835,Lost Ark,True,True
836,Need for Speed: Most Wanted - A Criterion Game,True,True
837,Tom Clancy’s Splinter Cell Blacklist,False,False
838,Tales of Berseria,True,True
839,Pid,True,False
840,Gears of War 4,True,True
841,Horizon Chase Turbo,True,True
842,Gears of War 3,False,False
843,Crash Bandicoot 3: Warped,True,False
844,The Elder Scrolls: Arena,True,False
845,Need For Speed: Most Wanted,False,False
846,Crazy Taxi (1999),True,False
847,The Ship: Murder Party,True,True
848,The Turing Test,True,False
849,Natural Selection 2,False,True
850,Persona 5 Royal,True,False
851,The Secret of Monkey Island: Special Edition,True,False
852,Space Engineers,True,True
853,"Warhammer 40,000: Dawn of War II: Retribution",True,True
854,The Ship: Single Player,True,False
855,FlatOut 2,True,True
856,Punch Club,True,False
857,Untitled Goose Game,True,False
858,Dying Light 2 Stay Human,True,True
859,Baldur's Gate: Enhanced Edition,True,True
860,Aim Lab,True,False
861,Europa Universalis IV,True,True
862,Ni no Kuni II: Revenant Kingdom,True,False
863,Code Vein,True,True
864,Crash Bandicoot 2: Cortex Strikes Back,True,False
865,God of War II,False,False
866,Streets of Rage 4,True,True
867,BIT.TRIP RUNNER,True,False
868,Call of Duty 2,True,True
869,Planetary Annihilation,True,True
870,Psychonauts 2,True,False
871,Knights and Merchants,True,True
872,Prince of Persia: The Two Thrones,True,False
873,FIFA 15,False,True
874,METAL SLUG 3,True,True
875,Quiplash,False,True
876,Downwell,True,False
877,Portal Knights,True,True
878,DRAGON BALL FighterZ,True,True
879,State of Decay 2,True,True
880,Giana Sisters: Twisted Dreams,True,True
881,Mutant Year Zero: Road to Eden,True,False
882,Defiance,True,True
883,Aliens vs. Predator,True,True
884,Hand of Fate,True,False
885,LEGO Batman 3: Beyond Gotham,True,True
886,Night in the Woods,True,False
887,Sonic Adventure 2,True,True
888,Dungeon Siege 3,False,False
889,Back 4 Blood,True,True
890,Bomber Crew,True,False
891,Gang Beasts,True,True
892,The Sims 3,True,True
893,The Bridge,True,False
894,RimWorld,True,False
895,Pathologic Classic HD,True,False
896,King's Bounty: The Legend,True,False
897,No Time To Explain Remastered,True,True
898,ORION: Prelude,True,True
899,Medieval II: Total War,True,True
900,LittleBigPlanet,False,False
901,Mafia III: Definitive Edition,False,False
902,NiGHTS into dreams...,True,False
903,Devil May Cry 4: Special Edition,True,False
904,DuckTales: Remastered,True,False
905,Stick Fight: The Game,True,True
906,Beneath a Steel Sky,True,False
907,Planet Coaster,True,True
908,DiRT 5,False,True
909,Assassin's Creed: Director's Cut Edition,True,False
910,Pathfinder: Kingmaker,True,False
911,Sonic Adventure DX: Director's Cut,True,False
912,Jurassic World Evolution,True,True
913,The Crew,True,True
914,Fable II,True,False
915,Crysis 3,True,True
916,Lovers in a Dangerous Spacetime,True,True
917,STAR WARS Empire at War - Gold Pack,True,True
918,Lucius,True,False
919,Thief II: The Metal Age,True,False
920,Wreckfest,True,True
921,Everybody's Gone to the Rapture,True,False
922,Serious Sam Classics: Revolution,True,True
923,Mirage: Arcane Warfare,False,True
924,Halo 5: Guardians,True,True
925,Splitgate,False,True
926,Crysis 2,False,True
927,Counter-Strike Nexon: Zombies,True,True
928,Steel Rats,True,False
929,Operation Flashpoint: Dragon Rising,True,True
930,Shadowrun: Hong Kong - Extended Edition,True,False
931,GameGuru,True,True
932,Sunless Sea,True,False
933,Pathologic 2,True,False
934,Kentucky Route Zero,True,False
935,LEGO Harry Potter: Years 1-4,True,False
936,Trine 3: The Artifacts of Power,True,True
937,FIFA 19,True,True
938,Chaos on Deponia,True,False
939,Tacoma,True,False
940,Back to the Future: The Game,True,False
941,Portal Stories: Mel,True,False
942,Apotheon,True,True
943,Project CARS,True,True
944,Rebel Galaxy,True,False
945,Receiver,True,False
946,The Tiny Bang Story,True,False
947,Unreal Tournament 3 Black,True,True
948,Sanctum,True,True
949,Sang-Froid - Tales of Werewolves,True,False
950,Puzzle Agent,True,False
951,Worms Revolution,True,True
952,My Time At Portia,True,False
953,Prototype 2,True,True
954,Plants vs. Zombies,False,True
955,Gran Turismo Sport,False,False
956,Crusader Kings III,True,True
957,Star Wars: The Old Republic,False,True
958,Warlock - Master of the Arcane,True,True
959,Capcom Arcade Stadium,True,True
960,DEFCON,True,True
961,Mini Metro,True,False
962,Fishing Planet,True,True
963,Reus,True,False
964,Wizard of Legend,True,False
965,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,True,True
966,Far Cry New Dawn,True,False
967,Star Wars: Squadrons,True,True
968,Wasteland 3,True,False
969,The Banner Saga 2,True,False
970,"Warhammer 40,000: Dawn of War II Chaos Rising",True,True
971,Superliminal,True,False
972,Assassin's Creed Freedom Cry,True,True
973,Crysis Warhead,True,True
974,The Council,True,False
975,Hearts of Iron IV,True,True
976,Burnout Paradise Remastered,True,True
977,Q.U.B.E: Director's Cut,True,False
978,Loop Hero,True,False
979,Octodad: Dadliest Catch,True,False
980,Quake II,True,True
981,Beyond Divinity,True,False
982,Defy Gravity Extended,True,True
983,Cuisine Royale,False,True
984,System Shock,True,False
985,Outriders,True,True
986,NBA 2K16,True,True
987,Owlboy,True,False
988,Oxygen Not Included,True,False
989,Blacklight: Retribution,True,True
990,Watch Dogs: Legion,True,True
991,Inscryption,True,False
992,Stacking,True,False
993,Yooka-Laylee,True,True
994,Eador. Masters of the Broken World,True,True
995,EA SPORTS FIFA 16,False,True
996,Uplink,True,False
997,KAO the Kangaroo: Round 2,True,False
998,Realm of the Mad God,False,True
999,Sacred 2 Gold,True,True
1000,RACE 07,True,True
1001,Frozen Synapse,True,True
1002,Darkwood,True,False
1003,Beyond Good & Evil,True,False
1004,Kathy Rain,True,False
1005,LET IT DIE,True,True
1006,Call of Cthulhu,True,False
1007,Banished,True,False
1008,Rome: Total War - Collection,True,True
1009,FIFA 14,False,False
1010,Out There Somewhere,True,False
1011,Manual Samuel,True,False
1012,Dead Rising,True,True
1013,Teenage Mutant Ninja Turtles: Shredder's Revenge,True,True
1014,Emily is Away,True,False
1015,DRIVECLUB,False,True
1016,Worms Battlegrounds,False,True
1017,Halo 4,False,False
1018,Diablo III,False,False
1019,Deadpool,True,True
1020,Empire: Total War,True,True
1021,Magrunner: Dark Pulse,True,False
1022,OlliOlli2: Welcome to Olliwood,True,True
1023,Maneater,True,False
1024,Penumbra Overture,True,False
1025,Project CARS 2,False,False
1026,The Escapists,True,True
1027,FINAL FANTASY X/X-2 HD Remaster,True,False
1028,Sid Meier's Civilization IV: Colonization,True,True
1029,Pony Island,True,False
1030,Quake III Arena,True,True
1031,Dead Island Definitive Edition,True,True
1032,Dragon Age: Origins - Ultimate Edition,True,False
1033,Yakuza: Like a Dragon,False,False
1034,State of Decay,True,True
1035,Tomb Raider: The Angel of Darkness,True,False
1036,Fistful of Frags,False,True
1037,Black Squad,True,True
1038,Civilization IV: Beyond the Sword,True,True
1039,Anthem,True,True
1040,Crayon Physics Deluxe,True,False
1041,Contrast,True,False
1042,Tiny and Big: Grandpa's Leftovers,True,False
1043,Baldur's Gate II: Enhanced Edition,True,True
1044,The Escapists 2,True,True
1045,Sonic CD,True,False
1046,Spiritfarer,True,False
1047,Planescape: Torment: Enhanced Edition,True,False
1048,The Messenger,False,False
1049,Worms W.M.D,True,True
1050,SteamWorld Heist,True,False
1051,Broken Sword 1 - Shadow of the Templars (The Director's Cut),True,False
1052,TrackMania Nations Forever,True,True
1053,100% Orange Juice,True,True
1054,The Beginner's Guide,True,False
1055,Civilization IV: Warlords,True,False
1056,Sniper: Ghost Warrior 2,True,True
1057,Lara Croft GO,True,False
1058,Beat Saber,True,False
1059,Salt and Sanctuary,True,False
1060,Murderous Pursuits,True,True
1061,Devil May Cry 4,True,False
1062,Ultimate Doom,True,True
1063,FIFA 20,False,False
1064,The Last Remnant,True,False
1065,Baba Is You,True,False
1066,Goodbye Deponia,False,False
1067,Tomb Raider IV: The Last Revelation,True,False
1068,House Flipper,True,False
1069,Mercenary Kings,True,True
1070,Stronghold HD,True,True
1071,TowerFall Ascension,True,True
1072,Astro's Playroom,False,False
1073,Wolfenstein: Youngblood,True,True
1074,Wargroove,True,True
1075,Tomb Raider V: Chronicles,True,False
1076,Tunic,True,False
1077,Supreme Commander 2,True,True
1078,Raft,True,True
1079,Hexic HD,False,False
1080,Teslagrad,True,False
1081,APB Reloaded,True,True
1082,Call of Duty: Black Ops Cold War,True,True
1083,Far Cry 6,False,True
1084,Void Bastards,True,False
1085,Wasteland,True,False
1086,Super Smash Bros. Ultimate,False,True
1087,"Warhammer 40,000: Dawn of War - Soulstorm",True,True
1088,Darksiders Genesis,True,True
1089,inFAMOUS 2,False,False
1090,Total War: WARHAMMER,True,True
1091,Final Fantasy IX,True,True
1092,Prince of Persia: The Forgotten Sands,True,False
1093,Nuclear Throne,True,False
1094,"Warhammer 40,000: Dawn of War - Dark Crusade",True,True
1095,Sniper: Ghost Warrior,True,True
1096,American Truck Simulator,True,True
1097,Deadly Premonition: The Director's Cut,True,False
1098,Lethal League,True,True
1099,Faeria,True,True
1100,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,True,False
1101,Gorky 17,True,False
1102,Call of Duty,True,True
1103,Sid Meier's Pirates!,True,False
1104,Horizon Forbidden West,True,False
1105,VA-11 Hall-A: Cyberpunk Bartender Action,True,False
1106,Assassin's Creed III: Remastered,True,False
1107,SCP: Secret Laboratory,False,True
1108,Swords and Soldiers HD,True,True
1109,Commandos 2: Men of Courage,True,True
1110,Survarium,False,True
1111,Return to Castle Wolfenstein,True,True
1112,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,True,True
1113,Satisfactory,True,True
1114,Death's Door,True,False
1115,We Happy Few,True,False
1116,The Walking Dead: A New Frontier,True,False
1117,Metal Gear Solid 4: Guns of the Patriots,False,False
1118,Little Nightmares II,True,False
1119,Trine 4: The Nightmare Prince,True,True
1120,Mark of the Ninja: Remastered,True,False
1121,The Lord of the Rings Online,True,True
1122,Friday the 13th: The Game,True,True
1123,Age of Empires III: Complete Collection,True,True
1124,Victor Vran,True,True
1125,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,True,False
1126,Moon Hunters,True,True
1127,Legacy of Kain: Soul Reaver,True,False
1128,ELEX,True,False
1129,Alien Swarm: Reactive Drop,True,True
1130,Mount & Blade: With Fire & Sword,True,True
1131,Divide By Sheep,True,False
1132,Jamestown: Legend of the Lost Colony,True,False
1133,Tom Clancy's Splinter Cell Chaos Theory,True,True
1134,That's You!,False,False
1135,Immortals: Fenyx Rising,True,False
1136,King's Bounty: Armored Princess,True,False
1137,Assetto Corsa,True,True
1138,"I Have No Mouth, and I Must Scream",True,False
1139,Puzzle Agent 2,True,False
1140,Sven Co-op,False,True
1141,Back to Bed,True,False
1142,Gun Monkeys,False,True
1143,Acceleration of SUGURI 2,True,True
1144,Styx: Shards of Darkness,True,True
1145,Dead Bits,True,True
1146,ZOMBI,True,True
1147,Super Time Force Ultra,True,False
1148,Zeno Clash,True,False
1149,Rocketbirds: Hardboiled Chicken,True,True
1150,The Elder Scrolls: Legends,True,True
1151,Shadowgrounds,True,False
1152,Shantae and the Pirate's Curse,True,False
1153,Ziggurat,True,False
1154,Sherlock Holmes: Crimes and Punishments,True,False
1155,Evoland Legendary Edition,True,False
1156,SoulCalibur VI,True,True
1157,Titanfall,False,True
1158,Tom Clancy's Splinter Cell,True,True
1159,The Cave,True,False
1160,Red Faction,True,True
1161,Warcraft 3: Reign of Chaos,False,False
1162,Knack,False,False
1163,Yoku's Island Express,False,False
1164,God of War III,False,False
1165,Finding Paradise,True,False
1166,Commandos: Behind Enemy Lines,True,True
1167,Twelve Minutes,True,False
1168,Metal Gear Solid,True,False
1169,Poker Night 2,True,True
1170,Beat Hazard,True,True
1171,UNO,True,True
1172,Hunt: Showdown,False,False
1173,Resident Evil HD Remaster,True,False
1174,King's Quest,True,False
1175,Rusty Lake Hotel,True,False
1176,Edna & Harvey: Harvey's New Eyes,True,False
1177,Really Big Sky,True,False
1178,STAR WARS Jedi Knight - Mysteries of the Sith,True,True
1179,Forza Horizon 3,True,True
1180,State of Decay YOSE - Day One Edition,True,True
1181,Sam & Max The Devil's Playhouse Episode 2 The Tomb of Sammun-Mak,False,False
1182,Lost Planet 3,True,True
1183,Door Kickers,True,False
1184,Sam & Max: The Devil's Playhouse - Episode 3: They stole Max's brain!,False,False
1185,Zombie Army Trilogy,True,True
1186,Aperture Desk Job,True,False
1187,Hammerwatch,True,True
1188,The Final Station,True,False
1189,Darwinia,True,False
1190,Sam & Max The Devil's Playhouse Episode 4: Beyond Alley of Dolls,False,False
1191,Resident Evil: Resistance,False,True
1192,Ken Follett's The Pillars of the Earth,False,False
1193,Command & Conquer: Red Alert 3,True,True
1194,Sonic Forces,True,False
1195,Tyrian 2000,True,False
1196,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,False,False
1197,Warface,False,True
1198,"Warhammer 40,000: Dawn of War – Winter Assault",True,True
1199,Dishonored Definitive Edition,True,False
1200,Worms,True,True
1201,Ultima IV: Quest of the Avatar,True,False
1202,Party Hard,True,False
1203,Supraland,True,False
1204,Back to the Future: The Game - Episode 2. Get Tannen,False,False
1205,Supreme Commander,True,True
1206,Back to the Future: The Game - Episode 3. Citizen Brown,False,False
1207,Dungeon Siege 2,True,False
1208,The Walking Dead: Michonne,True,False
1209,Back to the Future: Ep 4 - Double Visions,False,False
1210,Deadlight: Director's Cut,True,False
1211,Hammerfight,True,False
1212,Tom Clancy's Rainbow Six Vegas 2,True,True
1213,Dungeon Siege,True,True
1214,I’m not a Monster,False,True
1215,Back to the Future: Ep 5 - OUTATIME,False,False
1216,Killer Instinct,True,True
1217,PC Building Simulator,True,False
1218,Nidhogg,True,True
1219,Worms Ultimate Mayhem,True,True
1220,Zombie Driver HD,True,True
1221,X-Blades,True,False
1222,Tower of Guns,True,False
1223,Nosferatu: The Wrath of Malachi,True,False
1224,Relic Hunters Zero,True,True
1225,Kena: Bridge of Spirits,True,False
1226,Just Cause 2: Multiplayer Mod,True,True
1227,Trine 2,True,False
1228,The Unfinished Swan,True,False
1229,Supreme Commander: Forged Alliance,True,True
1230,Tearaway Unfolded,False,False
1231,Braveland,True,False
1232,Magic Duels,True,True
1233,FINAL FANTASY XIII-2,True,False
1234,Hellpoint,True,True
1235,Old Man's Journey,True,False
1236,Risen 3: Titan Lords,True,False
1237,Commandos 3: Destination Berlin,True,True
1238,Batman: The Telltale Series,False,False
1239,Carrion,True,False
1240,Homefront: The Revolution,True,True
1241,Shovel Knight,True,False
1242,KnightShift,True,True
1243,The Vanishing of Ethan Carter Redux,False,False
1244,The Medium,True,False
1245,Worms Reloaded,True,True
1246,Not A Hero,True,True
1247,Unepic,True,True
1248,Donut County,True,False
1249,Onrush,False,True
1250,Moving Out,True,True
1251,FlatOut,True,True
1252,Sunrider: Mask of Arcadius,True,False
1253,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",True,False
1254,World of Tanks Blitz,True,True
1255,LittleBigPlanet 2,False,False
1256,The Whispered World Special Edition,True,False
1257,Botanicula,True,False
1258,Age of Empires II: Definitive Edition,True,False
1259,Memoria,True,False
1260,App Game Kit: Easy Game Development,False,False
1261,Legacy of Kain: Soul Reaver 2,True,False
1262,Castlevania: Lords of Shadow – Ultimate Edition,True,False
1263,Homeworld Remastered Collection,True,True
1264,Battle Chasers: Nightwar,True,False
1265,Microsoft Flight Simulator 2020,True,True
1266,World of Guns: Gun Disassembly,True,True
1267,Need For Speed Undercover,True,True
1268,Dreamfall Chapters,True,False
1269,E.Y.E: Divine Cybermancy,True,True
1270,Armello,True,True
1271,Osmos,True,False
1272,NBA 2K20,True,True
1273,Thronebreaker: The Witcher Tales,True,False
1274,XIII,True,True
1275,BEEP,True,True
1276,The Dream Machine: Chapter 1 & 2,True,False
1277,Cities in Motion 2,True,True
1278,Starpoint Gemini 2,True,True
1279,Hitman 3,True,False
1280,Guacamelee! 2,True,False
1281,SimCity 4 Deluxe Edition,True,True
1282,Treasure Adventure Game,True,False
1283,One Finger Death Punch,True,True
1284,Dustforce DX,True,True
1285,FINAL FANTASY XIV: A Realm Reborn,True,True
1286,NightSky,True,False
